,Date,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,original order,Address
1111,2008-06-11,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",Surfing,M,14,N,Unknown,Other,4986,"Punta Del Chifre, Olinda, Pernambuco, BRAZIL"
1112,2008-06-07,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Body surfing,M,40,N,Unknown,Other,4985,"Cocoa Beach, Brevard  County, Florida, USA"
1113,2008-06-02,Boat,SCOTLAND,Easter Ross,Balintore Bay,Fishing,Unknown,Unknown,N,Unknown,Other,4984,"Balintore Bay, Easter Ross, SCOTLAND"
1114,2008-06-01,Unprovoked,USA,South Carolina,Cherry Grove,Body surfing,F,15,N,18h30,Other,4983,"Cherry Grove, South Carolina, USA"
1115,2008-06-01,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",Swimming,M,14,N,15h00,Bull,4982,"Piedade, Recife, Pernambuco, BRAZIL"
1116,2008-05-26,Unprovoked,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",Surfing,M,9,N,15h50,Other,4981,"Hammocks Beach State Park, Bear Island, Onslow County, North Carolina, USA"
1117,2008-05-24,Sea Disaster,BAHAMAS,Grand Bahama Island,Off West End,Sea Disaster,M,Unknown,N,Unknown,Other,4980,"Off West End, Grand Bahama Island, BAHAMAS"
1118,2008-05-24,Unprovoked,MEXICO,Guerro,Playa Linda,Surfing,M,49,N,Unknown,Other,4979,"Playa Linda, Guerro, MEXICO"
1119,2008-05-23,Unprovoked,MEXICO,Guerro,Pantla Beach,Surfing,M,21,Y,Unknown,Other,4978,"Pantla Beach, Guerro, MEXICO"
1120,2008-05-14,Unprovoked,FIJI,Yasawa Islands,Turtle Island,Night diving,M,28,Y,Unknown,Other,4977,"Turtle Island, Yasawa Islands, FIJI"
1121,2008-05-10,Unprovoked,AUSTRALIA,Western Australia,Albany,Swimming,M,37,N,07h30,Great White,4976,"Albany, Western Australia, AUSTRALIA"
1122,2008-05-07,Unprovoked,NEW CALEDONIA,North Province,Hienghène,Fishing,M,40,N,14h00,Bull,4975,"Hienghène, North Province, NEW CALEDONIA"
1123,2008-05-07,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,6,N,Unknown,Other,4974,"New Smyrna Beach, Volusia County, Florida, USA"
1124,2008-05-01,Provoked,SOUTH AFRICA,Other,Other,Fishing,M,24,N,Unknown,Other,4973,Unknown
1125,2008-04-28,Unprovoked,MEXICO,Guerro,Troncones Beach,Surfing,M,24,Y,Unknown,Other,4972,"Troncones Beach, Guerro, MEXICO"
1126,2008-04-28,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,N,11h45,Other,4971,"New Smyrna Beach, Volusia County, Florida, USA"
1127,2008-04-27,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,N,10h30,Other,4970,"New Smyrna Beach, Volusia County, Florida, USA"
1128,2008-04-26,Unprovoked,NEW CALEDONIA,North Province,Poindimié,Swimming,M,32,N,Unknown,Bull,4969,"Poindimié, North Province, NEW CALEDONIA"
1129,2008-04-26,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,N,09h50,Other,4968,"New Smyrna Beach, Volusia County, Florida, USA"
1130,2008-04-25,Unprovoked,USA,California,"Solana Beach, San Diego County",Swimming,M,66,Y,07h00,Great White,4967,"Solana Beach, San Diego County, California, USA"
1131,2008-04-20,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,N,08h45,Other,4966,"New Smyrna Beach, Volusia County, Florida, USA"
1132,2008-04-20,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,Unknown,M,Unknown,Unknown,Unknown,Other,4965,"Crescent Head, New South Wales, AUSTRALIA"
1133,2008-04-19,Invalid,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Free-diving,M,Unknown,N,Unknown,Other,4964,"Aliwal Shoal, KwaZulu-Natal, SOUTH AFRICA"
1134,2008-04-18,Invalid,MEXICO,Quintana Roo,"Delfines Beach, Cancun",Swimming,M,32,Y,Unknown,Other,4963,"Delfines Beach, Cancun, Quintana Roo, MEXICO"
1135,2008-04-17,Invalid,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",Surfing,M,19,N,11h00,Other,4962,"Duranbah, Greenmount Beach, Queensland, AUSTRALIA"
1136,2008-04-15,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,30,N,15h00,Other,4961,"Playalinda Beach, Canaveral National Seashore, Brevard County, Florida, USA"
1137,2008-04-09,Unprovoked,FIJI,Other,Other,Spearfishing,M,Unknown,N,Unknown,Other,4960,Unknown
1138,2008-03-25,Unprovoked,USA,Florida,"Palm Beach Shores, Palm Beach County",Wading,M,15,N,Unknown,Other,4959,"Palm Beach Shores, Palm Beach County, Florida, USA"
1139,2008-04-08,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Surfing,Unknown,Unknown,N,Unknown,Other,4958,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County, Florida, USA"
1140,2008-04-08,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Body boarding,M,16,Y,08h05,Bull,4957,"Lighthouse Beach, Ballina, New South Wales, AUSTRALIA"
1141,2008-04-03,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,18,N,12h00,Other,4956,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County, Florida, USA"
1142,2008-03-28,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Fishing from surfski,M,39,N,Unknown,Other,4955,"Scottburgh, KwaZulu-Natal, SOUTH AFRICA"
1143,2008-03-28,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,M,52,N,18h50,Other,4954,"New Smyrna Beach / Ponce Inlet, Volusia County, Florida, USA"
1144,2008-03-28,Unprovoked,USA,Florida,"Near Cocoa Beach, Brevard  County",Boogie Boarding,M,Unknown,N,Unknown,Other,4953,"Near Cocoa Beach, Brevard  County, Florida, USA"
1145,2008-03-23,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,13,N,11h30,Other,4952,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County, Florida, USA"
1146,2008-03-21,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,M,14,N,15h53,Other,4951,"Beachway Avenue Approach, New Smyrna Beach, Volusia County, Florida, USA"
1147,2008-03-15,Unprovoked,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Jet skiing,M,8,N,Unknown,Other,4950,"Lovers Key State Park, Bonita Springs, Lee County, Florida, USA"
1148,2008-03-07,Unprovoked,USA,California," Huntington Beach, Orange County",Surfing,M,27,N,08h00,Great White,4949," Huntington Beach, Orange County, California, USA"
1149,2008-02-24,Unprovoked,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",Diving,M,49,Y,10h00,Bull,4948,"Dive site known as ""The End of the Map"", Northern Bahamas, BAHAMAS"
1150,2008-02-21,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Spearfishing,M,26,N,Unknown,Other,4947,"Tahiti, Society Islands, FRENCH POLYNESIA"
1151,2008-02-15,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,25,N,17h00,Other,4946,"Ponce Inlet, Volusia County, Florida, USA"
1152,2008-02-07,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,Surfing,F,14,N,Unknown,Other,4945,"Horseshoe Bay, New South Wales, AUSTRALIA"
1153,2008-02-06,Unprovoked,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",Surf-skiing,M,Unknown,N,Unknown,Other,4944,"Opposite Patrick Air Force Base, Brevard County, Florida, USA"
1154,2008-01-30,Provoked,JAPAN,Tokyo Bay,Other,Diving,Unknown,Unknown,Unknown,Unknown,Other,4943,Unknown
1155,2008-01-29,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",Surf-skiing,M,42,N,Unknown,Other,4942,"Suncoast Pirates Beach, Durban, KwaZulu-Natal, SOUTH AFRICA"
1156,2008-01-27,Provoked,AUSTRALIA,Queensland,200 km east of Coolangatta,Accidentally stood on hooked shark's tail before attempting to gut it,M,20,N,07h30,Other,4941,"200 km east of Coolangatta, Queensland, AUSTRALIA"
1157,2008-01-19,Invalid,NEW ZEALAND,South Island,Marfells Beach,Wading,M,Unknown,N,Unknown,Other,4940,"Marfells Beach, South Island, NEW ZEALAND"
1158,2008-01-14,Boat,NEW ZEALAND,North Island,Omaha Beach,Attempting to chase shark out to sea,Unknown,Unknown,N,14h00,Other,4939,"Omaha Beach, North Island, NEW ZEALAND"
