,Date,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,original order
488,2013-09-01,Provoked,USA,Florida,Key West Aquarium,Unknown,M,3,N,Unknown,Nurse shark,5607
489,2013-09-01,Unprovoked,BAHAMAS,Other,Other,Unknown,M,-1,N,Unknown,Other,5606
490,2013-09-01,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Casting a net,M,9,N,12h00,4' shark,5605
491,2013-08-31,Unprovoked,BAHAMAS,Other,Freetown Beach,Spearfishing,M,-1,N,Unknown,Blacktip shark,5604
492,2013-08-31,Unprovoked,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,M,-1,N,23h00,Salmon shark,5603
493,2013-08-29,Invalid,USA,California,Catalina Channel,Marathon swimming,F,47,N,Unknown,No shark involvement,5602
494,2013-08-26,Provoked,FRANCE,Bay of Biscay,Other,Longline fishing for sharks,M,50,N,20h30,"Mako shark, 5'",5601
495,2013-08-25,Unprovoked,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boogie boarding,F,11,N,17h00,Other,5600
496,2013-08-25,Unprovoked,AUSTRALIA,New South Wales,Smiths,Wrangling a shark,M,-1,N,15h00,Other,5599
497,2013-08-18,Unprovoked,USA,Hawaii,Pohoiki,Surfing,M,16,N,13h00,Other,5598
498,2013-08-17,Unprovoked,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,F,-1,N,12h40,White shark,5597
499,2013-08-14,Unprovoked,USA,Hawaii,"Makenat, Maui",Snorkeling,F,20,Y,16h30,Tiger shark?,5596
500,2013-08-13,Unprovoked,USA,Hawaii,"Ka'a Point, Maui",Kiteboarding,F,19,N,13h55,Other,5595
501,2013-08-11,Unprovoked,USA,South Carolina,Folly Beach,Surfing,M,10,N,17h30,"Bull shark, 8'",5594
502,2013-08-08,Unprovoked,SOUTH AFRICA,Other,Other,Attempting to free the shark,M,-1,N,Unknown,Blacktip shark,5593
503,2013-08-05,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Fishing,M,17,N,15h00,"Bull shark, 6' to 8'",5592
504,2013-07-31,Unprovoked,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,F,56,N,08h45,Other,5591
505,2013-07-30,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,32,N,Unknown,Other,5590
506,2013-07-28,Unprovoked,BAHAMAS,Abaco Islands,Scotland Cay,Spearfishing,M,40,N,16h05,6' shark,5589
507,2013-07-29,Unprovoked,MEXICO,Quintana Roo,Other,Wading,F,-1,N,11h00,Other,5588
508,2013-07-29,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing,M,18,N,14h10,"Tiger shark, 8' to 10' ",5587
509,2013-07-28,Unprovoked,BAHAMAS,Exuma Islands,Compass Cay,Cleaning fish,M,64,N,16h45,Nurse shark,5586
510,2013-07-28,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,50,N,11h15,Other,5585
511,2013-07-22,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,F,18,Y,13h20,Other,5584
512,2013-07-19,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Walking in surf,F,50,N,14h30,Other,5583
513,2013-07-17,Unprovoked,USA,Florida,"Butler Beach, St Augustine,       St. Johns County",Swimming,M,15.0,N,Unknown,Other,5582
514,2013-07-15,Unprovoked,REUNION,Saint-Paul,Le cimetière marin,Swimming & snorkeling,F,15,Y,14h15,Other,5581
515,2013-07-14,Unprovoked,DIEGO GARCIA,Other,Other,Swimming,M,33,Y,Unknown,Other,5580
516,2013-07-11,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Wading,F,63,N,15h20,Other,5579
517,2013-07-07,Invalid,SPAIN,Catalonia,"Sant Marti d’Empuries Beach, L’Escala",Swimming,M,48,N,Unknown,Shark involvement not confirmed,5578
518,2013-07-02,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Body surfing,M,29,N,Unknown,Other,5577
519,2013-06-30,Unprovoked,TAIWAN,Taitung,Other,Fishing,M,-1,N,Unknown,Other,5576
520,2013-06-27,Invalid,JAMAICA,Kingston Parish,Port Royal,Unknown,M,20,Y,Unknown,Other,5575
521,2013-06-25,Unprovoked,USA,California,"Pacific State , San Mateo County",Kayaking / Fishing,M,-1,N,15h30,White shark,5574
522,2013-06-25,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,M,-1,N,Unknown,"Possibly a Bull shark, 3'",5573
523,2013-06-25,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,M,14,N,12h45,4' to 5' shark,5572
524,2013-06-18,Unprovoked,USA,Hawaii,Kona Coast State Park,Swimming,M,28,N,12h50,"Tiger shark, 14'",5571
525,2013-06-17,Unprovoked,USA,Texas,"Surfside Beach, Brazoria County",Swimming,M,15,N,14h45,Other,5570
526,2013-06-16,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,M,-1,N,Unknown,Other,5569
527,2013-06-15,Unprovoked,USA,Florida,"Atlantic Beach, Duval County",Surfing,F,-1,N,Unknown,Other,5568
528,2013-06-14,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,F,10,N,Unknown,4' to 5' shark,5567
529,2013-06-06,Provoked,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,M,58,N,Unknown,"Lemon shark, 4'",5566
530,2013-06-06,Unprovoked,AUSTRALIA,New South Wales,Target Beach,Surfing,M,-1,N,16h00,6' shark,5565
531,2013-05-27,Unprovoked,USA,Hawaii,"Halewia, Oahu",Diving,M,32,N,Unknown,Galapagos shark,5564
532,2013-05-27,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,11,N,Unknown,Other,5563
533,2013-05-23,Unprovoked,BRAZIL,Pernambuco,Coral Cove Beach,Unknown,M,41,Y,Unknown,Other,5562
534,2013-05-23,Provoked,PALESTINIAN TERRITORIES,Other,Gaza,Fishing,M,30,N,Unknown,Other,5561
535,2014-05-14,Unprovoked,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,M,29,N,12h00,Galapagos shark,5560
536,2013-05-08,Invalid,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,M,42,Y,Unknown,Other,5559
537,2013-05-08,Unprovoked,REUNION,Saint-Gilles,Brisant Beach,Body boarding,M,36,Y,08h20,Bull shark,5558
538,2013-05-04,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,16,N,11h15,a small shark,5557
539,2013-04-28,Provoked,AUSTRALIA,New South Wales,Emerald Beach,Fishing,M,-1,N,Unknown,"Wobbegong, 2m",5556
540,2013-04-24,Unprovoked,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Swimming,F,34,N,13h40,Tiger shark,5555
541,2013-04-21,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Fishing,M,51,N,14h00,"Grey nurse shark, 3m",5554
542,2013-04-17,Unprovoked,USA,Florida,"Near Boynton Beach, Palm Beach County",Playing in the surf,M,9,N,10h30,3' shark,5553
543,2013-04-14,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Free diving,M,-1,N,Unknown,Blue shark,5552
544,2013-04-13,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,N,13h30,Bull shark,5551
545,2013-04-13,Unprovoked,GUAM,Other,Other,Unknown,M,40,Y,Unknown,Other,5550
546,2013-04-10,Unprovoked,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Kite boarding,M,53,N,12h00,Possibly a blacktip reef shark,5549
547,2013-04-04,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,50,N,Unknown,Other,5548
548,2013-04-02,Invalid,AUSTRALIA,Western Australia,Perth,Unknown,M,24,Y,Unknown,shark involvement not confirmed,5547
549,2013-04-02,Unprovoked,USA,Hawaii,Ka’anapali Shores,Surfing,M,58,N,08h30,4' shark,5546
550,2013-03-31,Invalid,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,M,47,N,Unknown,No shark involvement,5545
551,2013-03-29,Unprovoked,SEYCHELLES,Other,Ile Platte,Free diving,M,34,N,Unknown,Other,5544
552,2013-03-21,Unprovoked,BELIZE,Other,Other,Snorkeling,F,-1,N,Unknown,Nurse shark,5543
553,2013-03-21,Unprovoked,BAHAMAS,Eleuthera,Savannah Sound,Fly fishing,M,50,N,Unknown,Other,5542
554,2013-03-16,Provoked,SOUTH AFRICA,Western Cape Province,De Mond,Fishing - 'tag & release',M,30,N,09h00,"Raggedtooth shark, 1.5 m",5541
555,2013-03-16,Unprovoked,SOUTH AFRICA,Western Cape Province,Hawston Beach,Surfing,M,-1,N,Unknown,Other,5540
556,2013-03-12,Unprovoked,JAMAICA,St. Catherine,Pillikin Red Light area,Spearfishing,M,68,Y,09h00,"Tiger shark, 4.8 m",5539
557,2013-03-10,Unprovoked,AUSTRALIA,Western Australia,African Reef off Geraldton,Spearfishing,M,28,N,09h00,"Bronze whaler shark, 2.5m",5538
558,2013-03-10,Unprovoked,PHILIPPINES,Palawan,Off Likas Island,Swimming to shore with floatioon devices after boat engine conked out,M,27.0,N,Unknown,"""small sharks""",5537
559,2013-03-03,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,39,N,Unknown,Other,5536
560,2013-02-27,Unprovoked,NEW ZEALAND,North Island,Muriwai,Swimming,M,46,Y,13h24,"White shark, 4m",5535
561,2013-02-21,Unprovoked,USA,Hawaii,"Ka'anapali, Honokowai, Maui",Surfing,Unknown,-1,N,18h00,reef shark?,5534
562,2013-02-21,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Surfing,M,-1,N,18h00,reef shark?,5533
563,2013-02-10,Unprovoked,USA,Florida,"""Stuart Rocks"", Martin County",Surfing,M,16,N,14h00,"Blacktip shark, 4' to 5'",5532
564,2013-02-09,Unprovoked,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Scuba diving,M,48,N,09h00,Lemon shark,5531
565,2013-02-01,Unprovoked,JAMAICA,Kingston Parish,Pedro Cays,Unknown,M,18,N,Unknown,Other,5530
566,2013-01-26,Boat,AUSTRALIA,Victoria,Cape Nelson,Fishing,M,-1,N,Unknown,"White shark, 5m",5529
567,2013-01-25,Unprovoked,AUSTRALIA,Queensland,Noosa,Surfing,M,-1,N,Unknown,Other,5528
568,2013-01-21,Invalid,AUSTRALIA,Queensland,Bullcock Beach,Dragging stranded shark into deeper water,M,62,N,Unknown,Other,5527
569,2013-01-16,Unprovoked,USA,Hawaii,Kiholo Bay,Surfing,M,43,N,16h30,"Tiger shark, 15'",5526
570,2013-01-13,Unprovoked,NEW ZEALAND,Mercury Islands,Great Mercury Island,Spearfishing,M,-1,N,Unknown,"Bronze whaler shark, 3m",5525
571,2013-01-05,Unprovoked,AUSTRALIA,Western Australia,Near Legendre Island,Spearfishing / Free diving,M,26,N,10h00,Other,5524
572,2012-12-31,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,-1,N,14h00,Other,5523
573,2012-12-30,Unprovoked,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,Surfing,M,23,N,12h45,2.5 m shark,5522
574,2012-12-28,Unprovoked,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head",Paddle boarding,M,29,N,10h45,"Bull shark, 2m ",5521
575,2012-12-25,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,20,Y,Unknown,Tiger shark,5520
576,2012-12-19,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Surfing,M,32,N,8h30,"Tiger shark, 6'",5519
577,2012-12-05,Unprovoked,USA,Hawaii,Kauai,Surfing,M,60,N,13h20,10' shark,5518
578,2012-12-02,Unprovoked,AUSTRALIA,New South Wales,Green Island,Spearfishing,M,31,N,16h45,Sandtiger shark,5517
579,2020-12-12,Unprovoked,NEW ZEALAND,South Island,"Sunday Cove, Fiordland",Scuba diving,F,25,N,Unknown,Seven-gill shark,5516
580,2012-11-30,Unprovoked,USA,Hawaii,"Kihei, Maui",Snorkeling,M,61,N,09h40,"Tiger shark, 10'",5515
581,2012-11-27,Invalid,AUSTRALIA,Queensland,Mooloolaba,Unknown,M,20,N,14h50,No shark involvement,5514
582,2012-11-22,Unprovoked,MEXICO,Sinaloa,Nuevo Altata,Swimming,M,32,Y,11h40,2.5 m shark,5513
583,2012-11-19,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,14,N,17h30,2' to 3' shark,5512
584,2012-11-04,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Diving,M,30,N,08h30,"Tiger shark, 15'",5511
585,2012-11-04,Unprovoked,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Surfing,M,43,N,08h10,"Tiger shark, 8'",5510
586,2012-10-30,Unprovoked,USA,California,"Humboldt Bay, Eureka, Humboldt County",Surfing,M,25,N,12h00,White shark,5509
587,2012-10-27,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Swimming,F,51,N,15h56,"Tiger shark, 10' to 12' ",5508
588,2012-10-23,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,39,Y,11h00,"White shark, 15' to 16' ",5507
589,2012-10-19,Unprovoked,USA,Florida,"Seaport, Brevard County",Unknown,F,35,N,Unknown,Other,5506
590,2012-10-18,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,24,N,10h30,Other,5505
591,2012-10-18,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Paddle boarding,M,55,N,07h30,6' to 8' shark,5504
592,2012-10-16,Invalid,USA,Florida,Hobe Sound,Unknown,M,-1,N,17h00,Shark involvement not confirmed,5503
593,2012-10-11,Unprovoked,NIGERIA,Delta,Oboro,Bathing,F,38,N,Unknown,Other,5502
594,2012-10-10,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County",Windsurfing,M,42,N,18h30,Other,5501
595,2012-10-02,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Bodyboarding,M,11,N,12h00,2m shark,5500
596,2012-09-25,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,21,N,16h30,5' shark,5499
597,2012-09-24,Unprovoked,USA,Florida,"Spanish House Beach, Brevard County",Surfing,M,22,N,Unknown,4' shark,5498
598,2012-09-16,Unprovoked,USA,Florida," Cocoa Beach, Brevard  County",Surfing,M,52,N,15h00,Other,5497
599,2012-09-10,Unprovoked,TONGA,Vava'u,Eueiki Island,Swimming,F,29,N,Unknown,Possibly a 3 m bull shark,5496
600,2012-09-09,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unknown,19,N,14h20,Other,5495
601,2012-09-08,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Surfing,M,25,N,12h00,Other,5494
602,2012-09-08,Unprovoked,USA,Florida,"South Beach, Miami-Dade County",Swimming,M,-1,N,Unknown,Other,5493
603,2012-09-06,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,M,30,N,Unknown,Other,5492
604,2012-09-06,Unprovoked,USA,Florida,"St. Augustine Beach, St. John's County",Surfing,M,37,N,11h30,Other,5491
605,2012-09-04,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,32,N,07h56,Other,5490
606,2012-09-02,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,F,8,N,18h30,3.5' to 4' shark,5489
607,2012-09-02,Provoked,USA,Hawaii,"Spreckelsville, Maui",Spearfishing,Unknown,-1,N,12h00,"Tiger shark, 10' to 12' ",5488
608,2012-09-02,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming or boogie boarding,F,56,N,16h30,3.5' to 4' shark,5487
609,2012-08-31,Provoked,SCOTLAND,Inner Hebrides,Off the Isle of Islay,Shark fishing,M,53,N,Unknown,"Porbeagle shark, 7'",5486
610,2012-08-28,Unprovoked,AUSTRALIA,Western Australia,Red Bluff near Quobba Station,Surfing,M,34,N,15h30,Other,5485
611,2012-08-26,Unprovoked,BRAZIL,Pernambuco,"Coral Cove, Cabo de Santo Agostinho",Swimming,M,18,Y,Unknown,Other,5484
612,2012-08-15,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Wading or swimming,M,31,N,Unknown,Other,5483
613,2012-08-11,Boat,AUSTRALIA,Western Australia,Ocean Reef,Fishing,Unknown,-1,N,12h00,4.5 m shark,5482
614,2012-08-08,Unprovoked,USA,Florida,Key Largo,Free diving,M,56,N,16h00,"Lemon shark, 4' to 5' ",5481
615,2012-08-06,Unprovoked,REUNION,Saint Leu,Other,Surfing,M,39,N,17h17,Bull shark,5480
616,2012-08-04,Unprovoked,FRENCH POLYNESIA,Tuamotus,Kaukura Atoll,Spearfishing,M,-1,N,Unknown,"Lemon shark, 2.5m to 3m ",5479
617,2012-07-31,Unprovoked,USA,California,"Topanga Beach, Los Angeles County",Surfing,M,17,N,06h45,Other,5478
618,2012-07-31,Unprovoked,AUSTRALIA,South Australia,Streaky Bay,Surfing,M,48,N,14h40,White shark or bronze whaler,5477
619,2012-07-30,Unprovoked,USA,Hawaii,"Maha‘ulepu Beach, Kauai",Surfing,M,44,N,16h35,Other,5476
620,2012-07-30,Unprovoked,USA,Massachusetts,"Ballston Beach, Truro, Cape Cod",Body surfing,M,50,N,15h30,Thought to involve a white shark,5475
621,2012-07-24,Invalid,USA,North Carolina,"Ocean Isle, Brunswick County",Unknown,M,12,N,11h45,Shark involvement not confirmed,5474
622,2012-07-23,Unprovoked,REUNION,Trois-Bassins,Other,Surfing,M,22,Y,16h30,Other,5473
623,2012-07-21,Invalid,TRINIDAD & TOBAGO,Trinidad,"Off Radix Village, Mayoro County",Swimming,M,24,Y,Unknown,Other,5472
624,2012-07-19,Invalid,CANADA,British Colombia,"Tofino, Vancouver",Surfing,F,23,N,Unknown,"Salmon shark suspected, but unlikely",5471
625,2012-07-14,Unprovoked,AUSTRALIA,Western Australia,Off Wedge Island,Surfing,M,24,Y,09h05,"White shark, 5m",5470
626,2012-07-08,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Swimming,F,43,N,17h30,Other,5469
627,2012-07-07,Unprovoked,BAHAMAS,Eleuthera,Other,Spearfishing,M,-1,N,Unknown,Other,5468
628,2012-07-07,Invalid,AUSTRALIA,Victoria,Ship's Graveyard off Point Lonsdale,Scuba diving,F,42,Y,15h00,Other,5467
629,2012-07-07,Unprovoked,USA,California,"Pleasure Point, Santa Cruz County",Kayaking,M,52,N,08h30,14' to 18'shark,5466
630,2012-07-06,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein",Surfing,M,29,N,16h30,15' shark,5465
631,2012-06-28,Invalid,CROATIA,Other,Buccari Bay,Swimming,Unknown,60,N,Unknown,No shark involvement,5464
632,2012-06-26,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Swimming,M,6,N,19h00,possibly a bull shark,5463
633,2012-06-26,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,26,N,15h00,Other,5462
634,2012-06-26,Unprovoked,USA,Hawaii,"Kahana Beach, Maui",Sitting in the water,F,16,N,09h45,a small reef shark,5461
635,2012-06-22,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay,Surfing,M,-1,N,Unknown,Other,5460
636,2012-06-22,Unprovoked,USA,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Swimming,M,12,N,16h30,Other,5459
637,2012-06-20,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Surf skiing,M,62,N,07h15,3 m shark,5458
638,2012-06-19,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",Standing,M,16,N,Unknown,No shark involvement,5457
639,2012-06-18,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Wading,F,6,N,11h00,Other,5456
640,2012-06-15,Provoked,USA,Florida,"Summerland Key, Monroe County",Fishing,M,23,N,14h20,Nurse shark,5455
641,2012-06-14,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,F,18,N,Unknown,small blacktip shark?,5454
642,2012-06-14,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,-1,N,Unknown,Shark involvement not confirmed,5453
643,2012-06-14,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,-1,N,Unknown,small blacktip shark?,5452
644,2012-06-14,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,16,N,13h20,Blacktip shark,5451
645,2012-06-12,Unprovoked,AUSTRALIA,Victoria,Port Campbell,Surfing,M,42,N,Unknown,1.5 m shark,5450
647,2012-06-03,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Surf skiing,M,30,N,14h30,"White shark, 2 m",5448
648,2012-06-02,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,F,12,N,Unknown,Other,5447
649,2012-06-02,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,M,25,N,19h45,Other,5446
650,2012-05-31,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Wading,F,33,N,13h30,"18"" to 24"" shark",5445
651,2012-05-29,Unprovoked,MEXICO,Guerrero," Boca de la Leña, La Unión",Free diving / spearfishing,M,46,N,09h00,"Bull shark, 3m",5444
652,2012-05-23,Unprovoked,USA,Florida,"Jacksonville, Duval County",Surfing,M,22,N,15h00,4' to 5' shark,5443
653,2012-05-20,Unprovoked,USA,Hawaii,"Iroquiois Point, Oahu",Kayak Fishing,M,-1,N,Unknown,"Tiger shark, 8' to 9' ",5442
654,2012-05-16,Unprovoked,FIJI,Other,Matacucu Reef,Spearfishing,M,20,N,Unknown,Other,5441
655,2012-05-12,Unprovoked,USA,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",Kayaking / Fishing,M,30,N,14h30,White shark,5440
656,2012-05-09,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,47,N,11h30,Other,5439
657,2012-05-06,Unprovoked,USA,California,Off Catalina Island,Paddle boarding,F,15,N,07h20,White shark,5438
658,2012-04-19,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,28,N,19h28,5' shark,5437
659,2012-04-19,Unprovoked,SOUTH AFRICA,Western Cape Province,Caves near Kogel Bay,Body boarding,M,20,Y,12h30,"White shark, 4 m to 5m ",5436
660,2012-04-11,Unprovoked,AUSTRALIA,South Australia,"Dolphin Bay, Innes National Park",Kayaking,M,27,N,Unknown,"White shark, 6m ",5435
661,2012-04-03,Unprovoked,USA,Hawaii,"Leftovers near Chun's Reef, Oahu",Surfing,M,28,N,12h38,"Tiger shark, 10'  ",5434
663,2020-04-13,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Unknown,M,-1,N,Unknown,a small shark,5433
664,2012-03-31,Unprovoked,AUSTRALIA,Western Australia,Stratham Beach,Scuba diving,M,33,Y,09h30,"White shark, 4m ",5432
665,2012-03-24,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,N,14h00,Other,5431
666,2012-03-22,Boat,AUSTRALIA,Western Australia,Kalbarri,Crayfishing,Unknown,-1,N,05h50,White shark,5430
667,2012-03-20,Unprovoked,AUSTRALIA,Queensland,Nobby's Beach,Surfing,M,20,N,17h00,Possibly a bull shark,5429
668,2012-03-15,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Surfing,M,61,N,15h50,Possibly a 5' to 6' bull shark,5428
669,2012-03-14,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,15,N,16h00,4' to 5' shark,5427
670,2012-03-14,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,N,16h05,4' to 5' shark,5426
671,2012-03-06,Unprovoked,NEW ZEALAND,North Island,"Opunake, Taranake",Surfing,M,-1,N,19h00,Other,5425
672,2012-03-06,Provoked,AUSTRALIA,Victoria,"Shipwreck Cove, Melbourne Aquarium","Diving, feeding sharks",F,34,N,11h30,"Tawny nurse shark, 40cm",5424
673,2012-03-05,Unprovoked,REUNION,Saint-Benoit,Port de la Marine,Body boarding,M,31,N,14h30,Other,5423
674,2012-03-04,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Kite Surfing,M,19,N,13h00,4' shark,5422
675,2012-03-03,Invalid,SAUDI ARABIA,Tabuk Province,Off Duba,Attempting to Kite surf from Egypt to Saudi Arabia,M,42,N,Unknown,Other,5421
676,2012-03-01,Provoked,CHILE,Antofagasta Province,Antofagasta,Fishing (illegally),M,-1,N,Unknown,Other,5420
677,2012-02-26,Provoked,USA,Florida,"Palm Beach Inlet, Palm Beach County",Kite Surfing,M,-1,N,14h00,Spinner shark,5419
678,2012-02-25,Unprovoked,AUSTRALIA,New South Wales,Broughton Island,Fishing,M,-1,N,16h00,Grey nurse shark,5418
679,2012-02-20,Boat,SOUTH AFRICA,Western Cape Province,Strandfontein,Fishing,Unknown,-1,N,Unknown,"White shark, 7m",5417
680,2012-02-06,Unprovoked,AUSTRALIA,Queensland,Wurtulla,Surfing,M,29,N,12h00,Other,5416
681,2012-01-27,Unprovoked,USA,Hawaii,Lanai,Snorkeling,Unknown,-1,N,11h05,6' to 8' shark,5415
682,2012-01-19,Unprovoked,AUSTRALIA,Western Australia,Coral Bay,Snorkeling,M,26,N,Unknown,"Tiger shark, 3m",5414
683,2012-01-22,Unprovoked,BAHAMAS,Other,Cat Island,"Diving, photographing sharks",M,-1,N,Unknown,Tiger shark,5413
684,2012-01-18,Provoked,TAIWAN,Taitung,Taimali,Fishing,M,24,N,Unknown,"Blue shark, 70-kg blue shark",5412
685,2012-01-18,Unprovoked,AUSTRALIA,New South Wales,Redhead Beach,Surfing,M,44,N,16h45,"White shark, 2.7 m",5411
686,2012-01-15,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,M,25,Y,15h40,Thought to involve a bull shark,5410
687,2012-01-13,Unprovoked,USA,Oregon,"Lincoln City, Lincoln County",Surfing,M,53,N,Unknown,White shark,5409
688,2012-01-03,Unprovoked,AUSTRALIA,New South Wales,North Avoca Beach,Surfing,M,28,N,20h00,2 m shark,5408
689,2012-01-02,Unprovoked,AUSTRALIA,Queensland,Duranbah,Spearfishing,M,34,N,09h00,Allegedly a 4 m tiger shark,5407
690,2011-12-31,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Unknown,M,-1,N,18h00,Other,5406
691,2011-12-26,Invalid,ANTIGUA,St John's,Fort James Beach,Swimming,M,-1,N,Unknown,Shark involvement not confirmed,5405
692,2011-12-25,Unprovoked,ECUADOR,Santa Elena,Barandúa Beach,Surfing,M,23,N,18h00,Other,5404
693,2011-12-23,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,27,N,12h30,Other,5403
694,2011-12-21,Provoked,USA,Hawaii,"Makahuena Point, Kauai",Canoeing,M,-1,N,Unknown,7' to 8' shark,5402
695,2011-12-21,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth",Kayak Fishing,M,35,N,Unknown,Other,5401
696,2011-12-11,Unprovoked,AUSTRALIA,New South Wales,Angourie,Surfing,M,51,N,05h45,"White shark, 2.5m",5400
697,2011-12-07,Invalid,SOUTH AFRICA,KwaZulu-Natal,Between Sodwana & Cape Vidal,Surf skiing,M,-1,N,Unknown,Shark involvement not confirmed,5399
698,2011-12-07,Unprovoked,AUSTRALIA,New South Wales,Maroubra,Surfing,M,14,N,Unknown,Wobbegong shark,5398
