X,Y,geo_x_MTM,geo_y_MTM,geo_spatialRef_wkid,Facility_Group,BN,BN_FR,ADDRESS,ADDRESS_FR,Open_Seasonally,Season_Start_Date,Season_End_Date,Open_Hours_Sunday,Closed_Hours_Sunday,Special_Hours_Sunday,Open_Hours_Monday,Closed_Hours_Monday,Special_Hours_Monday,Open_Hours_Tuesday,Closed_Hours_Tuesday,Special_Hours_Tuesday,Open_Hours_Wednesday,Closed_Hours_Wednesday,Special_Hours_Wednesday,Open_Hours_Thursday,Closed_Hours_Thursday,Special_Hours_Thursday,Open_Hours_Friday,Closed_Hours_Friday,Special_Hours_Friday,Open_Hours_Saturday,Closed_Hours_Saturday,Special_Hours_Saturday,Phone_number_to_report_issues,X_COORDINATE,Y_COORDINATE,JURISDICTION,interior,seasonal,FID
-75.8219757080078,45.3285636901855,-8440464,5673396,102100,ARTS AND CULTURE,Creative Arts Centre,Centre des Arts Cr‚atifs,35 STAFFORD RD,"35, CH. STAFFORD",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Special Hours/Heures de fonctionnement sp‚cial,Special Hours/Heures de fonctionnement sp‚cial,hrs vary closed in summer,12/31/1899 8:30:00 AM,12/31/1899 4:30:00 AM,evening hours vary,12/31/1899 8:30:00 AM,12/31/1899 4:30:00 AM,evening hrs vary,12/31/1899 8:30:00 AM,12/31/1899 4:30:00 AM,evening hrs vary,12/31/1899 8:30:00 PM,12/31/1899 4:30:00 PM,evening hrs vary,12/31/1899 8:30:00 PM,12/31/1899 4:30:00 AM,evening hrs vary,Special Hours/Heures de fonctionnement sp‚cial,Special Hours/Heures de fonctionnement sp‚cial,hrs vary closed in summer,311,-75.8219757080078,45.3285636901855,OTTAWA,y,n,49
-75.6356048583984,45.3634605407715,-8419717,5678923,102100,RECREATION,Greenboro CC,Centre communautaire Greenboro,363 LORRY GREENBERG DR,"363, PROM. LORRY GREENBERG",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,311,-75.6356048583984,45.3634605407715,OTTAWA,y,n,50
-75.4939422607422,45.4314193725586,-8403947,5689698,102100,RECREATION,Notre Dame Des Champs Community Centre,Centre communautaire Notre-Dame-des-Champs,3659 NAVAN RD,"3659, CH. NAVAN",Open Seasonally/Ouvert en saison,June/juin,August/ao–t,12/31/1899 10:00:00 AM,12/31/1899 4:00:00 PM,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 4:00:00 PM,Not Applicable/Non applicable,311,-75.4939422607422,45.4314193725586,OTTAWA,y,n,51
-76.0391006469727,45.3491592407226,-8464634,5676658,102100,RECREATION,Erskine Johnson Arena & CC,Ar‚na et centre communautaire W.-Erskine-Johnson,3832 CARP RD,"3832, CH. CARP",Open Seasonally/Ouvert en saison,October/octobre,March/mars,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 AM,Not Applicable/Non applicable,12/31/1899 9:30:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:30:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:30:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:30:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:30:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 AM,Not Applicable/Non applicable,311,-76.0391006469727,45.3491592407227,OTTAWA,y,n,52
-75.9294586181641,45.3401908874512,-8452429,5675237,102100,RECREATION,Richcraft Recreation Complex,Complexe r‚cr‚atif Richcraft,4101 INNOVATION DR,"4101, PROM. INNOVATION",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,311,-75.9294586181641,45.3401908874512,OTTAWA,y,n,53
-75.7528991699219,45.383430480957,-8432774,5682088,102100,RECREATION,Dovercourt Recreation Complex,Centre r‚cr‚atif Dovercourt,411 DOVERCOURT AVE,"411, AV. DOVERCOURT",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 6:30:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 6:30:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:30:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:30:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:30:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:30:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:30:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,311,-75.7528991699219,45.383430480957,OTTAWA,y,n,54
-75.6874008178711,45.2773742675781,-8425483,5665295,102100,RECREATION,Rideauview Community Centre,Centre communautaire Rideauview,4310 SHORELINE DR,"4310, PROM. SHORELINE",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,311,-75.6874008178711,45.2773742675781,OTTAWA,y,n,55
-75.647819519043,45.4363021850586,-8421077,5690472,102100,RECREATION,St. Laurent Complex/Don Gamble Community Centre,Complexe St. Laurent - Centre communautaire Don Gamble,525 COTE ST,"525, RUE C“t‚",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,311,-75.647819519043,45.4363021850586,OTTAWA,y,n,56
-75.6866073608398,45.2219009399414,-8425395,5656523,102100,RECREATION,Manotick Arena,Ar‚na de Manotick,5572 DOCTOR LEACH DR,"5572, PROM. DOCTOR LEACH",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept open when booked,311,-75.6866073608398,45.2219009399414,OTTAWA,y,n,57
-75.8379440307617,45.1958427429199,-8442241,5652406,102100,RECREATION,Richmond Arena & CC,Centre communautaire et Ar‚na Richmond,6095 PERTH ST,"6095, RUE PERTH",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 11:30:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 11:30:00 PM,Not Applicable/Non applicable,311,-75.8379440307617,45.1958427429199,OTTAWA,y,n,58
-75.6798858642578,45.4129943847656,-8424646,5686775,102100,RECREATION,Ottawa East Community Centre,Centre communautaire d'Ottawa-Est,61 MAIN ST,"61, RUE MAIN",Open Seasonally/Ouvert en saison,September/septembre,June/juin,12/31/1899 9:30:00 AM,12/31/1899 12:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,Special Hours/Heures de fonctionnement sp‚cial,Special Hours/Heures de fonctionnement sp‚cial,closed,311,-75.6798858642578,45.4129943847656,OTTAWA,y,n,59
-75.8576965332031,45.2906265258789,-8444440,5667391,102100,RECREATION,Eva James Community Centre,Centre communautaire Eva-James,65 STONEHAVEN DR,"65, PROM. STONEHAVEN",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 7:00:00 PM,July and August Closed,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,July and August 8AM-5PM,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,July and August 8AM-5PM,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,July and August 8AM-5PM,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,July and August 8AM-5PM,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,July and August 8AM-5PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,July and August Closed,311,-75.8576965332031,45.2906265258789,OTTAWA,y,n,60
-75.6197509765625,45.4286422729492,-8417952,5689257,102100,RECREATION,Cyrville CC,Centre communautaire Cyrville,4355 HALMONT DR,"4355, PROM. HALMONT",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 1:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 1:00:00 PM,Not Applicable/Non applicable,311,-75.6197509765625,45.4286422729492,OTTAWA,y,n,61
-75.8992919921875,45.3114204406738,-8449071,5670682,102100,RECREATION,Kanata Leisure & Wave Pool Cntr,Centre des loisirs et piscine … vagues de Kanata,70 AIRD PL,"70, PLACE AIRD",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 7:30:00 PM,Modified holiday hours may occur during the year,12/31/1899 6:30:00 AM,12/31/1899 9:30:00 PM,Modified holiday hours may occur during the year,12/31/1899 6:30:00 AM,12/31/1899 9:30:00 PM,Modified holiday hours may occur during the year,12/31/1899 6:30:00 AM,12/31/1899 9:30:00 PM,Modified holiday hours may occur during the year,12/31/1899 6:30:00 AM,12/31/1899 9:30:00 PM,Modified holiday hours may occur during the year,12/31/1899 6:30:00 AM,12/31/1899 9:30:00 PM,Modified holiday hours may occur during the year,12/31/1899 7:00:00 AM,12/31/1899 8:30:00 PM,Modified holiday hours may occur during the year,311,-75.8992919921875,45.3114204406738,OTTAWA,y,n,62
-75.7090148925781,45.4105758666992,-8427889,5686391,102100,RECREATION,Dalhousie Community Centre,Centre communautaire Dalhousie,755 SOMERSET ST    W,"755, RUE SOMERSET O.",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,closed last 2 weeks in Dec,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,closed last 2 weeks in Dec,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,closed last 2 weeks in Dec,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,closed last 2 weeks in Dec,12/31/1899 8:00:00 AM,12/31/1899 4:00:00 PM,closed last 2 weeks in Dec,Closed,Closed,Not Applicable/Non applicable,311,-75.7090148925781,45.4105758666992,OTTAWA,y,n,63
-75.7142944335938,45.4079971313476,-8428476,5685983,102100,RECREATION,Plant Bath Recreation Centre,Centre r‚cr‚atif Plant,930 SOMERSET ST    W,"930, RUE SOMERSET O.",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,311,-75.7142944335938,45.4079971313477,OTTAWA,y,n,64
-75.7314224243164,45.3805274963379,-8430383,5681628,102100,RECREATION,Alexander CC,Centre Communautaire Alexander,960 SILVER ST,"960, RUE SILVER",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.7314224243164,45.3805274963379,OTTAWA,y,n,65
-75.4614868164063,45.4709587097168,-8400334,5695971,102100,RECREATION,South Fallingbrook Community Centre,Centre Communautaire South Fallingbrook,998 Valin,998 Valin,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:30:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 2:00:00 PM,Not Applicable/Non applicable,311,-75.4614868164063,45.4709587097168,OTTAWA,y,n,66
-75.7639541625977,45.3457336425781,-8434005,5676115,102100,CIVIC ADMINISTRATION,Mary Pitt Centre,Centre Mary-Pitt,100 CONSTELLATION DR,100 PROM CONSTELLATION,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 4:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 4:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 4:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 4:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 4:30:00 PM,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,311,-75.7639541625977,45.3457336425781,OTTAWA,y,n,67
-75.7629547119141,45.3444862365723,-8433894,5675918,102100,CIVIC ADMINISTRATION,Ben Franklin Place,Place-Ben-Franklin,101 CENTREPOINTE DR,101 PROM. CENTREPOINTE,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.7629547119141,45.3444862365723,OTTAWA,y,n,68
-75.6898727416992,45.4209594726563,-8425758,5688038,102100,CIVIC ADMINISTRATION,Ottawa City Hall - 110 Laurier Avenue West,"H“tel de ville d'Ottawa - 110, avenue Laurier Ouest",110 LAURIER AVE W,110 AV. LAURIER O.,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6898727416992,45.4209594726563,OTTAWA,y,n,69
-75.7454681396484,45.3268699645996,-8431947,5673128,102100,RECREATION,Nepean Sportsplex,Le Sportsplex de Nepean,1701 WOODROFFE AVE,"1701, avenue Woodroffe",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:30:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:30:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:30:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,311,-75.7454681396484,45.3268699645996,OTTAWA,y,n,70
-75.7666015625,45.3844604492188,-8434299,5682251,102100,Park,Byron Linear Tramway Park,Parc Byron Linear Tramway,579 Byron Avenue,"579, AV. Byron",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.7666015625,45.3844604492188,OTTAWA,n,y,71
-75.6133728027344,45.4245147705078,-8417242,5688602,102100,Park,Cedarcroft Park,Parc Cedarcroft,1200 Cedarcroft Crescent,"1200, Croissant  Cedarcroft",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6133728027344,45.4245147705078,OTTAWA,n,y,72
-75.5155792236328,45.4550323486328,-8406356,5693444,102100,Park,Champagne Park,Parc Champagne,1861 Markwell Crescent,1861 Croissant Markwell,Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.5155792236328,45.4550323486328,OTTAWA,n,y,73
-75.5390777587891,45.4506874084473,-8408972,5692754,102100,Park,Chapel Hill Park,Parc Chapel Hill,1556 Forest Valley Drive,"1556, PROM. Forest Valley",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.5390777587891,45.4506874084473,OTTAWA,n,y,74
-75.6166076660156,45.4283447265625,-8417602,5689209,102100,Park,City Centre Park,Parc City Centre,1800 City Park Drive,"1800, PROM. City Park",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6166076660156,45.4283447265625,OTTAWA,n,y,75
-75.7011337280273,45.4129486083984,-8427011,5686768,102100,Park,Dundonald Park,Parc Dundonald,516 Somerset Street West,"516, RUE Somerset",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.7011337280273,45.4129486083984,OTTAWA,n,y,76
-75.6906280517578,45.275463104248,-8425842,5664992,102100,Park,Four Seasons Park,Parc Four Seasons,4386 SPRATT,"4386, RUE Spratt",Open Seasonally/Ouvert en saison,May/mai,October/octobre,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,312,-75.6906280517578,45.275463104248,OTTAWA,n,y,77
